BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO;LEERWEG VMBO;VMBO SECTOR;AFDELING;EXAMENKANDIDATEN;GESLAAGDEN;GEZAKTEN;GEMIDDELD CIJFER SCHOOLEXAMEN;GEMIDDELD CIJFER CENTRAAL EXAMEN;GEMIDDELD CIJFER CIJFERLIJST
20SY;20SY00;Jeroen Bosch College;S HERTOGENBOSCH;Noord-Brabant;VWO;;;Natuur en Techniek;4;3;1;6,1;6,4;6,6
20SY;20SY00;Jeroen Bosch College;S HERTOGENBOSCH;Noord-Brabant;VWO;;;Natuur en Techniek / Natuur en Gezondheid;14;14;0;6,5;6,9;6,9
20TZ;20TZ00;Lorentz Groep;ARNHEM;Gelderland;HAVO;;;Cultuur en Maatschappij;9;9;0;6,3;6,2;6,3
20TZ;20TZ00;Lorentz Groep;ARNHEM;Gelderland;HAVO;;;Economie en Maatschappij;31;24;7;6,1;6,1;6,2
20TZ;20TZ00;Lorentz Groep;ARNHEM;Gelderland;HAVO;;;Natuur en Gezondheid;9;9;0;6,4;6,8;6,7
20TZ;20TZ00;Lorentz Groep;ARNHEM;Gelderland;HAVO;;;Natuur en Techniek;7;6;1;6,5;6,6;6,6
20TZ;20TZ00;Lorentz Groep;ARNHEM;Gelderland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;8;7;1;6,1;6,6;6,4
20TZ;20TZ00;Lorentz Groep;ARNHEM;Gelderland;VMBO;TL;;;82;78;4;6,4;6,3;6,4
20TZ;20TZ00;Lorentz Groep;ARNHEM;Gelderland;VWO;;;Cultuur en Maatschappij;3;2;1;6,2;5,6;6,1
20TZ;20TZ00;Lorentz Groep;ARNHEM;Gelderland;VWO;;;Economie en Maatschappij;14;12;2;6,4;6,1;6,4
20TZ;20TZ00;Lorentz Groep;ARNHEM;Gelderland;VWO;;;Natuur en Gezondheid;17;13;4;6,3;6,1;6,4
20TZ;20TZ00;Lorentz Groep;ARNHEM;Gelderland;VWO;;;Natuur en Techniek;4;4;0;7,2;6,6;7,1
20TZ;20TZ00;Lorentz Groep;ARNHEM;Gelderland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;23;18;5;6,7;6,5;6,7
20TZ;20TZ04;Lorentz Groep;OVERBETUWE;Gelderland;VMBO;BL;Economie;Handel en Administratie -ISP;10;10;0;6,1;6,6;6,4
20TZ;20TZ04;Lorentz Groep;OVERBETUWE;Gelderland;VMBO;BL;Landbouw;Landbouw Breed -ISP;3;3;0;6,5;6,8;6,6
20TZ;20TZ04;Lorentz Groep;OVERBETUWE;Gelderland;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;11;11;0;6,4;6,8;6,7
20TZ;20TZ04;Lorentz Groep;OVERBETUWE;Gelderland;VMBO;KL;Economie;Handel en Administratie -ISP;20;19;1;6,1;6,2;6,3
20TZ;20TZ04;Lorentz Groep;OVERBETUWE;Gelderland;VMBO;KL;Landbouw;Landbouw Breed -ISP;9;9;0;6,5;6,4;6,6
20TZ;20TZ04;Lorentz Groep;OVERBETUWE;Gelderland;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;19;18;1;6,7;6,7;6,8
20TZ;20TZ07;Lorentz Groep vst M.van Rossem;ARNHEM;Gelderland;VMBO;BL;Economie;Administratie;1;1;0;6,1;7,5;6,8
20TZ;20TZ07;Lorentz Groep vst M.van Rossem;ARNHEM;Gelderland;VMBO;BL;Economie;Handel en Administratie -ISP;24;23;1;6,0;6,7;6,3
20TZ;20TZ07;Lorentz Groep vst M.van Rossem;ARNHEM;Gelderland;VMBO;BL;Techniek;Metalectro -ISP;9;8;1;6,4;6,8;6,7
20TZ;20TZ07;Lorentz Groep vst M.van Rossem;ARNHEM;Gelderland;VMBO;BL;Techniek;Voertuigentechniek;11;9;2;6,6;6,8;6,6
20TZ;20TZ07;Lorentz Groep vst M.van Rossem;ARNHEM;Gelderland;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;38;36;2;6,2;6,5;6,4
20TZ;20TZ07;Lorentz Groep vst M.van Rossem;ARNHEM;Gelderland;VMBO;KL;Economie;Administratie;1;1;0;6,8;5,9;6,5
20TZ;20TZ07;Lorentz Groep vst M.van Rossem;ARNHEM;Gelderland;VMBO;KL;Economie;Handel en Administratie -ISP;25;21;4;6,0;6,0;6,1
20TZ;20TZ07;Lorentz Groep vst M.van Rossem;ARNHEM;Gelderland;VMBO;KL;Techniek;Metalectro -ISP;6;6;0;6,4;6,4;6,6
20TZ;20TZ07;Lorentz Groep vst M.van Rossem;ARNHEM;Gelderland;VMBO;KL;Techniek;Voertuigentechniek;1;1;0;6,3;6,4;6,3
20TZ;20TZ07;Lorentz Groep vst M.van Rossem;ARNHEM;Gelderland;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;30;25;5;6,1;5,9;6,0
20TZ;20TZ11;Lorentz Groep;OVERBETUWE;Gelderland;HAVO;;;Cultuur en Maatschappij;7;6;1;6,3;6,4;6,6
20TZ;20TZ11;Lorentz Groep;OVERBETUWE;Gelderland;HAVO;;;Economie en Maatschappij;12;10;2;6,3;6,6;6,7
20TZ;20TZ11;Lorentz Groep;OVERBETUWE;Gelderland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;1;1;0;6,5;6,5;6,7
20TZ;20TZ11;Lorentz Groep;OVERBETUWE;Gelderland;HAVO;;;Natuur en Gezondheid;4;4;0;6,2;6,3;6,4
20TZ;20TZ11;Lorentz Groep;OVERBETUWE;Gelderland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;11;9;2;6,3;6,4;6,4
20TZ;20TZ11;Lorentz Groep;OVERBETUWE;Gelderland;VMBO;TL;;;31;30;1;6,4;6,5;6,6
20TZ;20TZ11;Lorentz Groep;OVERBETUWE;Gelderland;VWO;;;Cultuur en Maatschappij;1;0;1;5,9;5,3;6,2
20TZ;20TZ11;Lorentz Groep;OVERBETUWE;Gelderland;VWO;;;Economie en Maatschappij;3;3;0;6,9;6,6;6,8
20TZ;20TZ11;Lorentz Groep;OVERBETUWE;Gelderland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;6;6;0;6,7;6,4;6,7
20TZ;20TZ11;Lorentz Groep;OVERBETUWE;Gelderland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;9;6;3;6,5;6,0;6,6
20WI;20WI00;Maaslandcollege;OSS;Noord-Brabant;HAVO;;;Cultuur en Maatschappij;9;6;3;6,3;6,0;6,2
20WI;20WI00;Maaslandcollege;OSS;Noord-Brabant;HAVO;;;Economie en Maatschappij;84;73;11;6,3;6,2;6,4
20WI;20WI00;Maaslandcollege;OSS;Noord-Brabant;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;8;6;2;6,0;5,9;6,1
20WI;20WI00;Maaslandcollege;OSS;Noord-Brabant;HAVO;;;Natuur en Gezondheid;18;15;3;6,3;6,1;6,3
20WI;20WI00;Maaslandcollege;OSS;Noord-Brabant;HAVO;;;Natuur en Techniek;22;20;2;6,5;6,6;6,5
20WI;20WI00;Maaslandcollege;OSS;Noord-Brabant;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;26;24;2;6,4;6,4;6,4
20WI;20WI00;Maaslandcollege;OSS;Noord-Brabant;VMBO;TL;;;77;75;2;6,5;6,5;6,6
20WI;20WI00;Maaslandcollege;OSS;Noord-Brabant;VWO;;;Cultuur en Maatschappij;4;4;0;6,9;6,5;6,8
20WI;20WI00;Maaslandcollege;OSS;Noord-Brabant;VWO;;;Economie en Maatschappij;43;35;8;6,4;6,4;6,4
20WI;20WI00;Maaslandcollege;OSS;Noord-Brabant;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;4;3;1;6,3;5,8;6,2
20WI;20WI00;Maaslandcollege;OSS;Noord-Brabant;VWO;;;Natuur en Gezondheid;10;8;2;6,3;6,0;6,3
20WI;20WI00;Maaslandcollege;OSS;Noord-Brabant;VWO;;;Natuur en Techniek;6;6;0;6,4;6,4;6,5
20WI;20WI00;Maaslandcollege;OSS;Noord-Brabant;VWO;;;Natuur en Techniek / Natuur en Gezondheid;46;41;5;6,6;6,5;6,7
20ZK;20ZK00;Tongerlo;ROOSENDAAL;Noord-Brabant;VMBO;BL;Economie;Handel en Administratie -ISP;6;6;0;6,3;6,7;6,6
20ZK;20ZK00;Tongerlo;ROOSENDAAL;Noord-Brabant;VMBO;BL;Intersect. programma;Sport, Dienstverlening en Veiligheid;16;16;0;6,6;6,9;6,9
20ZK;20ZK00;Tongerlo;ROOSENDAAL;Noord-Brabant;VMBO;BL;Techniek;Techniek Breed -ISP;18;18;0;6,5;7,0;6,8
20ZK;20ZK00;Tongerlo;ROOSENDAAL;Noord-Brabant;VMBO;BL;Zorg & Welzijn;Verzorging;22;22;0;6,6;7,1;6,9
20ZK;20ZK00;Tongerlo;ROOSENDAAL;Noord-Brabant;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;3;3;0;6,0;6,4;6,4
20ZK;20ZK00;Tongerlo;ROOSENDAAL;Noord-Brabant;VMBO;KL;Economie;Handel en Administratie -ISP;13;13;0;6,5;6,2;6,5
20ZK;20ZK00;Tongerlo;ROOSENDAAL;Noord-Brabant;VMBO;KL;Intersect. programma;Sport, Dienstverlening en Veiligheid;21;21;0;6,4;6,3;6,5
20ZK;20ZK00;Tongerlo;ROOSENDAAL;Noord-Brabant;VMBO;KL;Techniek;Techniek Breed -ISP;20;16;4;6,5;6,3;6,5
20ZK;20ZK00;Tongerlo;ROOSENDAAL;Noord-Brabant;VMBO;KL;Zorg & Welzijn;Verzorging;31;30;1;6,8;6,5;6,8
20ZK;20ZK00;Tongerlo;ROOSENDAAL;Noord-Brabant;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;2;2;0;6,4;6,5;6,5
20ZK;20ZK02;Tongerlo-Gertrudiscollege;ROOSENDAAL;Noord-Brabant;HAVO;;;Cultuur en Maatschappij;3;3;0;6,3;6,1;6,2
20ZK;20ZK02;Tongerlo-Gertrudiscollege;ROOSENDAAL;Noord-Brabant;HAVO;;;Economie en Maatschappij;52;47;5;6,5;6,6;6,6
20ZK;20ZK02;Tongerlo-Gertrudiscollege;ROOSENDAAL;Noord-Brabant;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;8;6;2;6,4;6,0;6,3
20ZK;20ZK02;Tongerlo-Gertrudiscollege;ROOSENDAAL;Noord-Brabant;HAVO;;;Natuur en Gezondheid;36;32;4;6,4;6,2;6,4
20ZK;20ZK02;Tongerlo-Gertrudiscollege;ROOSENDAAL;Noord-Brabant;HAVO;;;Natuur en Techniek;17;16;1;6,5;6,9;6,6
20ZK;20ZK02;Tongerlo-Gertrudiscollege;ROOSENDAAL;Noord-Brabant;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;9;9;0;6,5;6,8;6,6
20ZK;20ZK02;Tongerlo-Gertrudiscollege;ROOSENDAAL;Noord-Brabant;VMBO;TL;;;1;1;0;6,8;6,4;6,7
20ZK;20ZK02;Tongerlo-Gertrudiscollege;ROOSENDAAL;Noord-Brabant;VWO;;;Cultuur en Maatschappij;2;2;0;6,3;6,1;6,3
20ZK;20ZK02;Tongerlo-Gertrudiscollege;ROOSENDAAL;Noord-Brabant;VWO;;;Economie en Maatschappij;24;21;3;6,7;6,4;6,8
20ZK;20ZK02;Tongerlo-Gertrudiscollege;ROOSENDAAL;Noord-Brabant;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;4;3;1;6,5;6,0;6,3
20ZK;20ZK02;Tongerlo-Gertrudiscollege;ROOSENDAAL;Noord-Brabant;VWO;;;Natuur en Gezondheid;21;19;2;6,6;6,4;6,6
20ZK;20ZK02;Tongerlo-Gertrudiscollege;ROOSENDAAL;Noord-Brabant;VWO;;;Natuur en Techniek;11;9;2;6,3;6,2;6,4
20ZK;20ZK02;Tongerlo-Gertrudiscollege;ROOSENDAAL;Noord-Brabant;VWO;;;Natuur en Techniek / Natuur en Gezondheid;10;10;0;7,1;7,0;7,1
20ZK;20ZK04;Tongerlo-Norbertuscollege;ROOSENDAAL;Noord-Brabant;HAVO;;;Cultuur en Maatschappij;12;12;0;6,5;6,3;6,5
20ZK;20ZK04;Tongerlo-Norbertuscollege;ROOSENDAAL;Noord-Brabant;HAVO;;;Economie en Maatschappij;45;38;7;6,5;6,3;6,5
20ZK;20ZK04;Tongerlo-Norbertuscollege;ROOSENDAAL;Noord-Brabant;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;7;7;0;6,8;6,6;6,9
20ZK;20ZK04;Tongerlo-Norbertuscollege;ROOSENDAAL;Noord-Brabant;HAVO;;;Natuur en Gezondheid;19;18;1;6,6;6,4;6,7
20ZK;20ZK04;Tongerlo-Norbertuscollege;ROOSENDAAL;Noord-Brabant;HAVO;;;Natuur en Techniek;7;7;0;6,5;6,5;6,5
20ZK;20ZK04;Tongerlo-Norbertuscollege;ROOSENDAAL;Noord-Brabant;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;19;18;1;6,5;6,7;6,6
20ZK;20ZK04;Tongerlo-Norbertuscollege;ROOSENDAAL;Noord-Brabant;VWO;;;Cultuur en Maatschappij;4;4;0;6,9;6,1;6,8
20ZK;20ZK04;Tongerlo-Norbertuscollege;ROOSENDAAL;Noord-Brabant;VWO;;;Economie en Maatschappij;28;25;3;6,5;6,3;6,6
20ZK;20ZK04;Tongerlo-Norbertuscollege;ROOSENDAAL;Noord-Brabant;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;19;16;3;6,9;6,6;6,9
20ZK;20ZK04;Tongerlo-Norbertuscollege;ROOSENDAAL;Noord-Brabant;VWO;;;Natuur en Gezondheid;7;7;0;6,6;6,5;6,7
20ZK;20ZK04;Tongerlo-Norbertuscollege;ROOSENDAAL;Noord-Brabant;VWO;;;Natuur en Techniek;15;15;0;6,7;6,5;6,8
20ZK;20ZK04;Tongerlo-Norbertuscollege;ROOSENDAAL;Noord-Brabant;VWO;;;Natuur en Techniek / Natuur en Gezondheid;28;27;1;7,0;6,9;7,1
20ZK;20ZK11;Tongerlo-Gertrudiscollege VS;ROOSENDAAL;Noord-Brabant;VMBO;GL;Economie;Technologie Orientatie;8;6;2;6,1;6,1;6,3
20ZK;20ZK11;Tongerlo-Gertrudiscollege VS;ROOSENDAAL;Noord-Brabant;VMBO;GL;Techniek;Technologie Orientatie;9;8;1;6,2;6,4;6,3
20ZK;20ZK11;Tongerlo-Gertrudiscollege VS;ROOSENDAAL;Noord-Brabant;VMBO;GL;Zorg & Welzijn;Technologie Orientatie;1;1;0;5,8;5,8;6,3
20ZK;20ZK11;Tongerlo-Gertrudiscollege VS;ROOSENDAAL;Noord-Brabant;VMBO;GL;Zorg & Welzijn;Zorg en Welzijn -ISP;12;12;0;6,2;6,1;6,3
20ZK;20ZK11;Tongerlo-Gertrudiscollege VS;ROOSENDAAL;Noord-Brabant;VMBO;TL;;;61;61;0;6,6;6,6;6,7
21AB;21AB00;Barlaeus Gymnasium;AMSTERDAM;Noord-Holland;VWO;;;Cultuur en Maatschappij;30;27;3;6,6;6,7;6,7
21AB;21AB00;Barlaeus Gymnasium;AMSTERDAM;Noord-Holland;VWO;;;Economie en Maatschappij;2;2;0;5,8;6,3;6,2
21AB;21AB00;Barlaeus Gymnasium;AMSTERDAM;Noord-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;45;44;1;6,7;6,9;6,8
21AB;21AB00;Barlaeus Gymnasium;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Gezondheid;7;6;1;6,1;6,6;6,5
21AB;21AB00;Barlaeus Gymnasium;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Techniek;8;8;0;7,3;7,5;7,4
21AB;21AB00;Barlaeus Gymnasium;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Techniek / Economie en Maatschappij;1;1;0;9,2;9,4;9,1
21AB;21AB00;Barlaeus Gymnasium;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;38;37;1;7,2;7,3;7,3
21AF;21AF00;Vossius Gymnasium;AMSTERDAM;Noord-Holland;VWO;;;Cultuur en Maatschappij;22;21;1;6,9;6,7;6,9
21AF;21AF00;Vossius Gymnasium;AMSTERDAM;Noord-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;27;27;0;6,9;7,0;7,1
21AF;21AF00;Vossius Gymnasium;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Gezondheid;13;12;1;6,4;6,6;6,6
21AF;21AF00;Vossius Gymnasium;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Techniek;6;6;0;6,8;7,3;7,0
21AF;21AF00;Vossius Gymnasium;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;55;51;4;6,9;7,1;7,1
21AS;21AS00;VOvA (1);AMSTERDAM;Noord-Holland;HAVO;;;Cultuur en Maatschappij;17;15;2;6,3;6,1;6,4
21AS;21AS00;VOvA (1);AMSTERDAM;Noord-Holland;HAVO;;;Economie en Maatschappij;26;25;1;6,4;6,6;6,6
21AS;21AS00;VOvA (1);AMSTERDAM;Noord-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;4;4;0;6,9;6,7;6,9
21AS;21AS00;VOvA (1);AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Gezondheid;16;12;4;6,0;6,1;6,2
21AS;21AS00;VOvA (1);AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;6;5;1;6,4;7,0;6,7
21AS;21AS03;loc, Bredero Beroepscollege;AMSTERDAM;Noord-Holland;VMBO;BL;Intersect. programma;Dienstverlening & Commercie;9;8;1;5,9;6,7;6,3
21AS;21AS03;loc, Bredero Beroepscollege;AMSTERDAM;Noord-Holland;VMBO;BL;Techniek;Installatietechniek;15;15;0;6,7;7,3;7,0
21AS;21AS03;loc, Bredero Beroepscollege;AMSTERDAM;Noord-Holland;VMBO;KL;Intersect. programma;Dienstverlening & Commercie;34;33;1;6,6;6,4;6,7
21AS;21AS03;loc, Bredero Beroepscollege;AMSTERDAM;Noord-Holland;VMBO;KL;Techniek;Elektrotechniek;15;13;2;6,2;5,9;6,2
21AS;21AS07;loc, Bredero Mavo;AMSTERDAM;Noord-Holland;VMBO;TL;;;70;66;4;6,4;6,5;6,5
21AS;21AS08;loc, Hyperion Lyceum;AMSTERDAM;Noord-Holland;VWO;;;Cultuur en Maatschappij;4;4;0;7,0;6,3;6,9
21AS;21AS08;loc, Hyperion Lyceum;AMSTERDAM;Noord-Holland;VWO;;;Economie en Maatschappij;1;1;0;6,8;7,0;7,1
21AS;21AS08;loc, Hyperion Lyceum;AMSTERDAM;Noord-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;8;7;1;6,6;6,4;6,8
21AS;21AS08;loc, Hyperion Lyceum;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Gezondheid;2;2;0;6,3;5,6;6,3
21AS;21AS08;loc, Hyperion Lyceum;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Gezondheid / Cultuur en Maatschappij;1;1;0;7,3;8,0;7,7
21AS;21AS08;loc, Hyperion Lyceum;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Techniek;4;2;2;6,1;5,9;6,4
21AS;21AS08;loc, Hyperion Lyceum;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Techniek / Economie en Maatschappij;1;1;0;8,4;8,8;8,6
21AS;21AS08;loc, Hyperion Lyceum;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;19;15;4;7,0;6,6;7,2
21BH;21BH00;SGM Dalton Spinozalyceum;AMSTERDAM;Noord-Holland;HAVO;;;Cultuur en Maatschappij;17;13;4;6,4;6,2;6,4
21BH;21BH00;SGM Dalton Spinozalyceum;AMSTERDAM;Noord-Holland;HAVO;;;Economie en Maatschappij;38;34;4;6,3;6,2;6,3
21BH;21BH00;SGM Dalton Spinozalyceum;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Gezondheid;19;16;3;6,4;6,3;6,4
21BH;21BH00;SGM Dalton Spinozalyceum;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Techniek;5;5;0;6,2;6,4;6,5
21BH;21BH00;SGM Dalton Spinozalyceum;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;16;13;3;6,5;6,2;6,4
21BH;21BH00;SGM Dalton Spinozalyceum;AMSTERDAM;Noord-Holland;VMBO;TL;;;70;64;6;6,5;6,6;6,6
21BH;21BH00;SGM Dalton Spinozalyceum;AMSTERDAM;Noord-Holland;VWO;;;Cultuur en Maatschappij;9;8;1;6,7;6,5;6,7
21BH;21BH00;SGM Dalton Spinozalyceum;AMSTERDAM;Noord-Holland;VWO;;;Economie en Maatschappij;51;43;8;6,4;6,2;6,5
21BH;21BH00;SGM Dalton Spinozalyceum;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Gezondheid;6;4;2;6,2;5,6;6,1
21BH;21BH00;SGM Dalton Spinozalyceum;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Techniek;4;3;1;6,3;6,0;6,4
21BH;21BH00;SGM Dalton Spinozalyceum;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;34;31;3;6,7;6,6;6,8
21CS;21CS01;CITAVERDE College;HORST AAN DE MAAS;Limburg;VMBO;BL;Landbouw;Landbouw en Natuurlijke Omgeving;51;50;1;6,5;6,9;6,7
21CS;21CS01;CITAVERDE College;HORST AAN DE MAAS;Limburg;VMBO;GL;Landbouw;Landbouw Breed -ISP;4;3;1;5,9;5,9;6,1
21CS;21CS01;CITAVERDE College;HORST AAN DE MAAS;Limburg;VMBO;KL;Landbouw;Landbouw en Natuurlijke Omgeving;30;30;0;6,6;6,8;6,7
21CS;21CS01;CITAVERDE College;HORST AAN DE MAAS;Limburg;VMBO;TL;;;22;22;0;6,7;6,8;6,8
21CS;21CS02;CITAVERDE College;ROERMOND;Limburg;VMBO;BL;Landbouw;Landbouw en Natuurlijke Omgeving;26;25;1;6,3;6,9;6,6
21CS;21CS02;CITAVERDE College;ROERMOND;Limburg;VMBO;KL;Landbouw;Landbouw Breed -ISP;3;3;0;6,2;6,7;6,5
21CS;21CS02;CITAVERDE College;ROERMOND;Limburg;VMBO;KL;Landbouw;Landbouw en Natuurlijke Omgeving;42;40;2;6,3;6,1;6,3
21CS;21CS02;CITAVERDE College;ROERMOND;Limburg;VMBO;TL;;;37;36;1;6,6;6,4;6,5
21CS;21CS03;CITAVERDE College;HEERLEN;Limburg;VMBO;BL;Landbouw;Landbouw en Natuurlijke Omgeving;73;73;0;6,4;6,7;6,6
21CS;21CS03;CITAVERDE College;HEERLEN;Limburg;VMBO;GL;Landbouw;Landbouw Breed -ISP;7;2;5;6,0;5,4;5,9
21CS;21CS03;CITAVERDE College;HEERLEN;Limburg;VMBO;KL;Landbouw;Landbouw en Natuurlijke Omgeving;43;41;2;6,3;6,4;6,5
21CS;21CS03;CITAVERDE College;HEERLEN;Limburg;VMBO;TL;;;30;30;0;6,4;6,1;6,4
21CS;21CS05;CITAVERDE College;NEDERWEERT;Limburg;VMBO;TL;;;71;61;10;6,6;6,4;6,6
21CY;21CY03;Prinsentuin Oudenbosch vmbo;HALDERBERGE;Noord-Brabant;VMBO;BL;Landbouw;Landbouw en Natuurlijke Omgeving;38;38;0;6,6;7,0;6,8
21CY;21CY03;Prinsentuin Oudenbosch vmbo;HALDERBERGE;Noord-Brabant;VMBO;GL;Landbouw;Landbouw Breed -ISP;11;10;1;6,4;6,2;6,4
21CY;21CY03;Prinsentuin Oudenbosch vmbo;HALDERBERGE;Noord-Brabant;VMBO;KL;Landbouw;Landbouw en Natuurlijke Omgeving;39;39;0;6,5;6,5;6,6
21CY;21CY03;Prinsentuin Oudenbosch vmbo;HALDERBERGE;Noord-Brabant;VMBO;TL;;;18;18;0;6,8;6,5;6,8
21CY;21CY05;loc, Prinsentuin Andel vmbo;WOUDRICHEM;Noord-Brabant;VMBO;BL;Landbouw;Landbouw en Natuurlijke Omgeving;56;55;1;6,8;6,9;6,9
21CY;21CY05;loc, Prinsentuin Andel vmbo;WOUDRICHEM;Noord-Brabant;VMBO;GL;Landbouw;Landbouw Breed -ISP;9;5;4;6,0;5,4;5,9
21CY;21CY05;loc, Prinsentuin Andel vmbo;WOUDRICHEM;Noord-Brabant;VMBO;KL;Landbouw;Landbouw en Natuurlijke Omgeving;79;78;1;6,4;6,3;6,5
21CY;21CY05;loc, Prinsentuin Andel vmbo;WOUDRICHEM;Noord-Brabant;VMBO;TL;;;43;43;0;6,6;6,3;6,6
21ET;21ET00;Zaam Zuid;AMSTERDAM;Noord-Holland;HAVO;;;Cultuur en Maatschappij;21;17;4;6,2;6,2;6,4
21ET;21ET00;Zaam Zuid;AMSTERDAM;Noord-Holland;HAVO;;;Economie en Maatschappij;12;10;2;6,2;6,5;6,5
21ET;21ET00;Zaam Zuid;AMSTERDAM;Noord-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;10;8;2;6,1;6,5;6,3
21ET;21ET00;Zaam Zuid;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Gezondheid;18;12;6;6,1;6,0;6,1
21ET;21ET00;Zaam Zuid;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;16;15;1;6,3;6,1;6,3
21ET;21ET00;Zaam Zuid;AMSTERDAM;Noord-Holland;VWO;;;Cultuur en Maatschappij;10;9;1;6,6;6,2;6,6
21ET;21ET00;Zaam Zuid;AMSTERDAM;Noord-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;15;13;2;7,0;6,6;6,9
21ET;21ET00;Zaam Zuid;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Gezondheid;15;14;1;6,6;6,2;6,5
21ET;21ET00;Zaam Zuid;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;17;12;5;6,6;6,2;6,6
21ET;21ET02;locatie, Sweelinck College;AMSTERDAM;Noord-Holland;VMBO;TL;;;140;134;6;6,5;6,5;6,6
21ET;21ET04;Locatie, Huygens College;AMSTERDAM;Noord-Holland;VMBO;BL;Economie;Handel en Verkoop;36;33;3;6,0;6,6;6,4
21ET;21ET04;Locatie, Huygens College;AMSTERDAM;Noord-Holland;VMBO;BL;Intersect. programma;ICT -route;7;7;0;6,0;7,2;6,5
21ET;21ET04;Locatie, Huygens College;AMSTERDAM;Noord-Holland;VMBO;KL;Economie;Handel en Verkoop;31;31;0;6,2;6,3;6,4
21ET;21ET04;Locatie, Huygens College;AMSTERDAM;Noord-Holland;VMBO;KL;Intersect. programma;ICT -route;7;7;0;6,1;6,5;6,5
21ET;21ET04;Locatie, Huygens College;AMSTERDAM;Noord-Holland;VMBO;TL;;;17;13;4;6,1;5,9;6,1
21ET;21ET07;Locatie, Zuiderlicht College;AMSTERDAM;Noord-Holland;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;33;33;0;6,2;6,8;6,5
21ET;21ET07;Locatie, Zuiderlicht College;AMSTERDAM;Noord-Holland;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;48;48;0;6,7;6,6;6,7
21ET;21ET07;Locatie, Zuiderlicht College;AMSTERDAM;Noord-Holland;VMBO;TL;;;9;9;0;7,0;6,5;7,0
21ET;21ET08;locatie, De Apollo;AMSTERDAM;Noord-Holland;VMBO;TL;;;43;40;3;6,7;6,6;6,7
